Invoice ID,Customer type,Gender,Product line,Unit price,Quantity,Total
811-35-1094,Member,Male,Electronic accessories,50.45,6,317.84
699-88-1972,Normal,Male,Health and beauty,99.16,8,832.94
781-84-8059,Normal,Male,Fashion accessories,60.74,7,446.44
409-49-6995,Member,Female,Food and beverages,47.27,6,297.80
725-54-0677,Member,Male,Health and beauty,85.60,7,629.16
146-09-5432,Member,Male,Food and beverages,35.04,9,331.13
377-79-7592,Member,Female,Electronic accessories,44.84,9,423.74
509-10-0516,Normal,Male,Home and lifestyle,45.97,4,193.07
595-94-9924,Member,Female,Health and beauty,27.73,5,145.58
865-41-9075,Normal,Male,Food and beverages,11.53,7,84.75
545-07-8534,Normal,Female,Health and beauty,58.32,2,122.47
118-62-1812,Member,Female,Home and lifestyle,78.38,4,329.20
450-42-3339,Normal,Male,Health and beauty,84.61,10,888.41
851-98-3555,Normal,Female,Health and beauty,82.88,5,435.12
186-71-5196,Member,Female,Food and beverages,79.54,2,167.03
624-01-8356,Normal,Female,Home and lifestyle,49.01,10,514.61
313-66-9943,Member,Female,Food and beverages,29.15,3,91.82
151-27-8496,Normal,Female,Electronic accessories,56.13,4,235.75
453-33-6436,Normal,Female,Home and lifestyle,93.12,8,782.21
522-57-8364,Member,Male,Fashion accessories,51.34,8,431.26
459-45-2396,Member,Female,Food and beverages,99.60,3,313.74
717-96-4189,Normal,Female,Electronic accessories,35.49,6,223.59
722-13-2115,Member,Male,Sports and travel,42.85,1,44.99
749-81-8133,Normal,Female,Fashion accessories,94.67,4,397.61
777-67-2495,Normal,Male,Home and lifestyle,68.97,3,217.26
636-98-3364,Member,Female,Electronic accessories,26.26,3,82.72
246-55-6923,Member,Female,Home and lifestyle,35.79,9,338.22
181-82-6255,Normal,Female,Home and lifestyle,16.37,6,103.13
838-02-1821,Member,Female,Home and lifestyle,12.73,2,26.73
887-42-0517,Normal,Female,Sports and travel,83.14,7,611.08
457-12-0244,Member,Female,Sports and travel,35.22,6,221.89
226-34-0034,Normal,Female,Electronic accessories,13.78,4,57.88
321-49-7382,Member,Male,Sports and travel,88.31,1,92.73
397-25-8725,Member,Female,Health and beauty,39.62,9,374.41
431-66-2305,Normal,Female,Electronic accessories,88.25,9,833.96
825-94-5922,Normal,Male,Sports and travel,25.31,2,53.15
641-62-7288,Normal,Male,Home and lifestyle,99.92,6,629.50
756-93-1854,Member,Female,Fashion accessories,83.35,2,175.04
243-55-8457,Normal,Female,Food and beverages,74.44,10,781.62
458-10-8612,Normal,Male,Health and beauty,64.08,7,470.99
501-61-1753,Normal,Female,Home and lifestyle,63.15,6,397.85
235-06-8510,Member,Male,Home and lifestyle,85.72,3,270.02
433-08-7822,Normal,Female,Health and beauty,78.89,7,579.84
361-85-2571,Normal,Female,Sports and travel,89.48,5,469.77
131-70-8179,Member,Female,Health and beauty,92.09,3,290.08
500-02-2261,Normal,Female,Food and beverages,57.29,6,360.93
720-72-2436,Normal,Male,Food and beverages,66.52,4,279.38
702-83-5291,Member,Male,Fashion accessories,99.82,9,943.30
809-69-9497,Normal,Female,Home and lifestyle,45.68,10,479.64
449-16-6770,Normal,Male,Health and beauty,50.79,5,266.65
333-23-2632,Member,Male,Health and beauty,10.08,7,74.09
489-82-1237,Normal,Female,Electronic accessories,93.88,7,690.02
859-97-6048,Member,Male,Electronic accessories,84.25,2,176.93
676-10-2200,Member,Male,Fashion accessories,53.78,1,56.47
373-88-1424,Member,Male,Home and lifestyle,35.81,5,188.00
365-16-4334,Normal,Female,Food and beverages,26.43,8,222.01
503-21-4385,Member,Male,Health and beauty,39.91,3,125.72
305-89-2768,Member,Female,Home and lifestyle,21.90,3,68.99
574-80-1489,Member,Female,Food and beverages,62.85,4,263.97
784-08-0310,Member,Female,Food and beverages,21.04,4,88.37
200-40-6154,Member,Male,Home and lifestyle,65.91,6,415.23
846-10-0341,Normal,Female,Fashion accessories,42.57,7,312.89
577-34-7579,Member,Male,Food and beverages,50.49,9,477.13
430-02-3888,Normal,Male,Electronic accessories,46.02,6,289.93
867-47-1948,Normal,Female,Home and lifestyle,15.80,10,165.90
384-59-6655,Member,Female,Food and beverages,98.66,9,932.34
256-58-3609,Member,Male,Fashion accessories,91.98,1,96.58
324-92-3863,Member,Male,Electronic accessories,20.89,2,43.87
593-08-5916,Normal,Female,Fashion accessories,15.50,1,16.28
364-34-2972,Member,Male,Electronic accessories,96.82,3,304.98
794-42-3736,Normal,Male,Food and beverages,33.33,2,69.99
172-42-8274,Normal,Female,Electronic accessories,38.27,2,80.37
558-60-5016,Normal,Female,Home and lifestyle,33.30,9,314.69
195-06-0432,Member,Male,Home and lifestyle,81.01,3,255.18
605-03-2706,Normal,Female,Health and beauty,15.80,3,49.77
214-30-2776,Member,Female,Electronic accessories,34.49,5,181.07
746-04-1077,Member,Female,Food and beverages,84.63,10,888.62
448-34-8700,Member,Male,Home and lifestyle,36.91,7,271.29
452-04-8808,Normal,Male,Electronic accessories,87.08,7,640.04
531-56-4728,Normal,Male,Home and lifestyle,80.08,3,252.25
744-82-9138,Normal,Male,Fashion accessories,86.13,2,180.87
883-69-1285,Member,Male,Fashion accessories,49.92,2,104.83
221-25-5073,Normal,Female,Food and beverages,74.66,4,313.57
518-71-6847,Member,Male,Food and beverages,26.60,6,167.58
156-20-0370,Normal,Female,Electronic accessories,25.45,1,26.72
151-33-7434,Normal,Female,Food and beverages,67.77,1,71.16
728-47-9078,Member,Male,Food and beverages,59.59,4,250.28
809-46-1866,Normal,Male,Health and beauty,58.15,4,244.23
139-32-4183,Member,Female,Sports and travel,97.48,9,921.19
148-41-7930,Normal,Male,Health and beauty,99.96,7,734.71
189-40-5216,Normal,Male,Electronic accessories,96.37,7,708.32
374-38-5555,Normal,Female,Fashion accessories,63.71,5,334.48
764-44-8999,Normal,Female,Health and beauty,14.76,2,31.00
552-44-5977,Member,Male,Health and beauty,62.00,8,520.80
267-62-7380,Member,Male,Electronic accessories,82.34,10,864.57
430-53-4718,Member,Male,Health and beauty,75.37,8,633.11
886-18-2897,Normal,Female,Food and beverages,56.56,5,296.94
602-16-6955,Normal,Female,Sports and travel,76.60,10,804.30
745-74-0715,Normal,Male,Electronic accessories,58.03,2,121.86
690-01-6631,Normal,Male,Fashion accessories,17.49,10,183.65
652-49-6720,Member,Female,Electronic accessories,60.95,1,64.00
233-67-5758,Normal,Male,Health and beauty,40.35,1,42.37
303-96-2227,Normal,Female,Home and lifestyle,97.38,10,1022.49
727-02-1313,Member,Male,Food and beverages,31.84,1,33.43
347-56-2442,Normal,Male,Home and lifestyle,65.82,1,69.11
849-09-3807,Member,Female,Fashion accessories,88.34,7,649.30
